"","account_id","client_id","district_id.x","client_age","gender","name","region","no..of.inhabitants","no..of.municipalities.with.inhabitants...499","no..of.municipalities.with.inhabitants.500.1999","no..of.municipalities.with.inhabitants.2000.9999","no..of.municipalities.with.inhabitants..10000","no..of.cities","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","disp_id","type","district_id.y","frequency","account_age"
"4948",6806,8217,69,38,"M","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,8217,"OWNER",1,"monthly issuance",23
"4949",6856,8276,43,37,"F","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,8276,"OWNER",43,"monthly issuance",21
"4950",6866,8287,14,80,"M","Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,12,1.71,135,70,6295,8287,"OWNER",14,"monthly issuance",19
"4951",6872,8295,15,65,"F","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,8295,"OWNER",15,"monthly issuance",21
"4952",6897,8327,48,71,"F","Rychnov nad Kneznou","east Bohemia",78955,50,24,8,1,9,59,9060,18,2.44,124,10,1717,8327,"OWNER",48,"monthly issuance",23
"4953",6902,8333,60,50,"M","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,8333,"OWNER",60,"monthly issuance",20
"4954",6910,8342,76,37,"M","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,8342,"OWNER",76,"monthly issuance",21
"4955",6922,8356,3,47,"M","Beroun","central Bohemia",75232,55,26,4,1,5,41.7,8980,22,2.21,111,36,2813,8356,"OWNER",3,"weekly issuance",19
"4956",6924,8359,74,37,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,8359,"OWNER",74,"monthly issuance",22
"4957",6927,8362,74,41,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,8362,"OWNER",74,"weekly issuance",21
"4958",6930,8366,41,56,"F","Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,41,4.48,114,69,5471,8366,"OWNER",41,"monthly issuance",23
"4959",6950,8392,36,50,"F","Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,42,4.28,131,66,6132,8392,"OWNER",36,"monthly issuance",20
"4960",6950,8393,36,50,"M","Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,42,4.28,131,66,6132,8393,"DISPONENT",36,"monthly issuance",20
"4961",6985,8432,38,48,"F","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,8432,"OWNER",38,"monthly issuance",21
"4962",6985,8433,38,55,"M","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,8433,"DISPONENT",38,"monthly issuance",21
"4963",7011,8463,75,69,"M","Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,62,5.66,99,51,4505,8463,"OWNER",75,"monthly issuance",23
"4964",7033,8489,75,64,"F","Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,62,5.66,99,51,4505,8489,"OWNER",75,"monthly issuance",20
"4965",7045,8502,51,73,"M","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,8502,"OWNER",51,"monthly issuance",20
"4966",7049,8506,69,37,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,8506,"OWNER",69,"monthly issuance",19
"4967",7052,8510,55,69,"M","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,8510,"OWNER",55,"issuance after transaction",19
"4968",7082,8548,57,71,"F","Hodonin","south Moravia",161954,21,37,20,3,8,48,8720,48,4.5,116,47,3651,8548,"OWNER",57,"monthly issuance",20
"4969",7099,8568,1,45,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,8568,"OWNER",1,"monthly issuance",20
"4970",7101,8571,54,81,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,8571,"OWNER",54,"monthly issuance",20
"4971",7123,8598,46,59,"F","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,8598,"OWNER",64,"issuance after transaction",23
"4972",7133,8610,55,68,"F","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,8610,"OWNER",1,"monthly issuance",23
"4973",7133,8611,55,68,"M","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,8611,"DISPONENT",1,"monthly issuance",23
"4974",7136,8615,12,77,"F","Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,51,4.31,137,49,3868,8615,"OWNER",12,"weekly issuance",21
"4975",7156,8636,71,75,"F","Novy Jicin","north Moravia",161227,5,35,11,4,10,69.7,8678,66,5.57,102,60,4595,8636,"OWNER",71,"monthly issuance",19
"4976",7176,8661,1,62,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,8661,"OWNER",1,"monthly issuance",20
"4977",7180,8666,7,45,"F","Melnik","central Bohemia",94725,38,28,1,3,6,63.4,9920,23,2.87,130,54,4846,8666,"OWNER",7,"weekly issuance",19
"4978",7181,8667,77,49,"F","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,8667,"OWNER",77,"issuance after transaction",20
"4979",7184,8670,5,73,"F","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,8670,"OWNER",5,"monthly issuance",21
"4980",7190,8677,49,61,"M","Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,21,2.26,155,12,2123,8677,"OWNER",49,"monthly issuance",23
"4981",7190,8678,49,54,"F","Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,21,2.26,155,12,2123,8678,"DISPONENT",49,"monthly issuance",23
"4982",7203,8692,71,63,"F","Novy Jicin","north Moravia",161227,5,35,11,4,10,69.7,8678,66,5.57,102,60,4595,8692,"OWNER",71,"monthly issuance",23
"4983",7231,8726,10,63,"M","Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,4,0.54,141,50,4316,8726,"OWNER",10,"monthly issuance",23
"4984",7240,8737,17,68,"F","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,8737,"OWNER",17,"monthly issuance",20
"4985",7240,8738,17,68,"M","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,8738,"DISPONENT",17,"monthly issuance",20
"4986",7262,8764,70,76,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,8764,"OWNER",70,"monthly issuance",20
"4987",7274,8777,11,63,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,8777,"OWNER",11,"monthly issuance",19
"4988",7401,9173,1,71,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,8865,"OWNER",1,"monthly issuance",23
"4989",7401,9174,1,76,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,8866,"DISPONENT",1,"monthly issuance",23
"4990",7418,9196,21,77,"F","Tabor","south Bohemia",103347,87,16,7,1,7,67,9104,13,2.07,123,29,2354,8888,"OWNER",21,"monthly issuance",21
"4991",7424,9202,68,54,"M","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,8894,"OWNER",68,"monthly issuance",20
"4992",7437,9217,19,76,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,8909,"OWNER",19,"weekly issuance",19
"4993",7445,9226,64,77,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,8918,"OWNER",64,"monthly issuance",23
"4994",7449,9231,29,44,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,8923,"OWNER",1,"monthly issuance",23
"4995",7454,9236,31,60,"F","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,8928,"OWNER",4,"monthly issuance",23
"4996",7465,9250,1,53,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,8942,"OWNER",1,"weekly issuance",20
"4997",7485,9273,39,61,"F","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,8965,"OWNER",39,"monthly issuance",23
"4998",7485,9274,39,58,"M","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,8966,"DISPONENT",39,"monthly issuance",23
"4999",7487,9276,4,70,"M","Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,56,5.05,109,63,5892,8968,"OWNER",4,"monthly issuance",21
"5000",7520,9313,9,56,"F","Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,44,3.97,149,40,2487,9005,"OWNER",9,"monthly issuance",20
"5001",7523,9316,63,58,"F","Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,49,4.52,110,6,1460,9008,"OWNER",63,"monthly issuance",22
"5002",7542,9340,54,49,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,9032,"OWNER",54,"monthly issuance",20
"5003",7546,9346,43,44,"M","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,9038,"OWNER",43,"monthly issuance",22
"5004",7559,9362,56,43,"F","Breclav","south Moravia",124605,11,42,14,1,8,46,8772,57,4.98,126,37,3158,9054,"OWNER",56,"monthly issuance",19
"5005",7562,9366,72,41,"M","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,9058,"OWNER",72,"weekly issuance",21
"5006",7565,9370,59,41,"M","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,9062,"OWNER",59,"monthly issuance",20
"5007",7594,9403,16,42,"M","Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,8,1.54,107,18,1913,9095,"OWNER",16,"monthly issuance",20
"5008",7606,9417,21,67,"M","Tabor","south Bohemia",103347,87,16,7,1,7,67,9104,13,2.07,123,29,2354,9109,"OWNER",21,"monthly issuance",21
"5009",7607,9418,1,66,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,9110,"OWNER",1,"monthly issuance",23
"5010",7607,9419,1,66,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,9111,"DISPONENT",1,"monthly issuance",23
"5011",7614,9427,62,46,"F","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,9119,"OWNER",62,"monthly issuance",21
"5012",7614,9428,62,51,"M","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,9120,"DISPONENT",62,"monthly issuance",21
"5013",7618,9433,72,71,"F","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,9125,"OWNER",72,"weekly issuance",21
"5014",7632,9450,68,73,"F","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,9142,"OWNER",68,"monthly issuance",20
"5015",7632,9451,68,74,"M","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,9143,"DISPONENT",68,"monthly issuance",20
"5016",7636,9456,40,75,"F","Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,68,7.07,97,71,6872,9148,"OWNER",40,"monthly issuance",20
"5017",7637,9457,46,38,"M","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,9149,"OWNER",46,"monthly issuance",20
"5018",7637,9458,46,43,"F","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,9150,"DISPONENT",46,"monthly issuance",20
"5019",7674,9505,1,58,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,9197,"OWNER",1,"monthly issuance",20
"5020",7713,9546,50,61,"F","Svitavy","east Bohemia",102609,75,33,2,3,6,52,8187,61,5.45,94,23,2134,9238,"OWNER",50,"weekly issuance",20
"5021",7721,9555,13,69,"F","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,9247,"OWNER",13,"monthly issuance",19
"5022",7733,9569,19,66,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,9261,"OWNER",19,"weekly issuance",20
"5023",7745,9582,2,74,"F","Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,16,1.85,132,25,2674,9274,"OWNER",2,"monthly issuance",20
"5024",7753,9593,74,48,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,9285,"OWNER",74,"monthly issuance",23
"5025",7765,9606,52,67,"M","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,9298,"OWNER",52,"weekly issuance",22
"5026",7769,9611,23,58,"M","Cheb","west Bohemia",87419,21,11,4,3,9,85.5,8624,19,2.66,102,38,3198,9303,"OWNER",23,"monthly issuance",23
"5027",7774,9616,74,54,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,9308,"OWNER",74,"issuance after transaction",23
"5028",7795,9641,64,71,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,9333,"OWNER",64,"monthly issuance",21
"5029",7795,9642,64,79,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,9334,"DISPONENT",64,"monthly issuance",21
"5030",7815,9663,19,71,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,9355,"OWNER",19,"weekly issuance",21
"5031",7815,9664,19,72,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,9356,"DISPONENT",19,"weekly issuance",21
"5032",7819,9670,38,68,"M","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,9362,"OWNER",38,"monthly issuance",23
"5033",7824,9675,60,46,"F","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,9367,"OWNER",60,"monthly issuance",22
"5034",7828,9680,36,39,"M","Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,42,4.28,131,66,6132,9372,"OWNER",36,"monthly issuance",20
"5035",7844,9702,33,65,"F","Decin","north Bohemia",133777,24,17,7,3,11,84.7,8705,64,7.61,116,58,4859,9394,"OWNER",1,"monthly issuance",23
"5036",7857,9715,35,39,"F","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,9407,"OWNER",75,"monthly issuance",23
"5037",7859,9717,52,64,"F","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,9409,"OWNER",52,"monthly issuance",21
"5038",7859,9718,52,57,"M","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,9410,"DISPONENT",52,"monthly issuance",21
"5039",7861,9721,34,62,"M","Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,67,7.68,100,64,5190,9413,"OWNER",34,"monthly issuance",21
"5040",7890,9755,23,65,"F","Cheb","west Bohemia",87419,21,11,4,3,9,85.5,8624,19,2.66,102,38,3198,9447,"OWNER",23,"monthly issuance",20
"5041",7894,9760,27,47,"M","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,9452,"OWNER",27,"monthly issuance",20
"5042",7907,9775,70,56,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,9467,"OWNER",70,"monthly issuance",20
"5043",7907,9776,70,55,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,9468,"DISPONENT",70,"monthly issuance",20
"5044",7926,9798,69,66,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,9490,"OWNER",69,"weekly issuance",20
"5045",7944,9820,59,48,"F","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,9512,"OWNER",59,"monthly issuance",23
"5046",7957,9833,51,52,"M","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,9525,"OWNER",51,"monthly issuance",21
"5047",7957,9834,51,56,"F","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,9526,"DISPONENT",51,"monthly issuance",21
"5048",7965,9844,55,71,"M","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,9536,"OWNER",55,"monthly issuance",23
"5049",7965,9845,55,73,"F","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,9537,"DISPONENT",55,"monthly issuance",23
"5050",7966,9846,54,49,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,9538,"OWNER",54,"monthly issuance",20
"5051",7990,9872,9,49,"F","Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,44,3.97,149,40,2487,9564,"OWNER",9,"monthly issuance",20
"5052",7997,9880,10,46,"F","Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,4,0.54,141,50,4316,9572,"OWNER",10,"monthly issuance",20
"5053",8026,9914,36,74,"M","Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,42,4.28,131,66,6132,9606,"OWNER",36,"monthly issuance",19
"5054",8027,9915,27,49,"M","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,9607,"OWNER",44,"weekly issuance",23
"5055",8038,9929,47,49,"F","Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,13,1.81,111,68,5410,9621,"OWNER",47,"monthly issuance",20
"5056",8039,9930,9,44,"M","Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,44,3.97,149,40,2487,9622,"OWNER",9,"monthly issuance",21
"5057",8041,9933,74,75,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,9625,"OWNER",1,"monthly issuance",23
"5058",8051,9945,31,48,"F","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,9637,"OWNER",1,"weekly issuance",23
"5059",8051,9946,31,56,"M","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,9638,"DISPONENT",1,"weekly issuance",23
"5060",8073,9973,24,71,"F","Karlovy Vary","west Bohemia",122603,25,21,6,2,8,80,8991,11,2.01,128,62,5273,9665,"OWNER",24,"issuance after transaction",23
"5061",8085,9987,73,66,"F","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,9679,"OWNER",73,"monthly issuance",20
"5062",8092,9995,54,58,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,9687,"OWNER",54,"monthly issuance",21
"5063",8094,9997,67,54,"M","Bruntal","north Moravia",106054,38,25,6,2,6,63.1,8110,65,6.55,109,41,3079,9689,"OWNER",67,"monthly issuance",20
"5064",8114,10023,59,43,"F","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,9715,"OWNER",59,"monthly issuance",21
"5065",8127,10040,37,48,"F","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,9732,"OWNER",37,"monthly issuance",22
"5066",8127,10041,37,48,"M","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,9733,"DISPONENT",37,"monthly issuance",22
"5067",8129,10043,45,51,"M","Jicin","east Bohemia",77917,85,19,6,1,5,53.5,8390,24,2.89,132,21,2122,9735,"OWNER",45,"monthly issuance",23
"5068",8132,10046,5,70,"F","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,9738,"OWNER",5,"weekly issuance",23
"5069",8149,10066,64,53,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,9758,"OWNER",64,"issuance after transaction",19
"5070",8153,10070,9,42,"M","Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,44,3.97,149,40,2487,9762,"OWNER",9,"monthly issuance",19
"5071",8158,10075,48,52,"M","Rychnov nad Kneznou","east Bohemia",78955,50,24,8,1,9,59,9060,18,2.44,124,10,1717,9767,"OWNER",48,"weekly issuance",20
"5072",8159,10076,26,47,"F","Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100,10787,31,3.09,131,67,6261,9768,"OWNER",26,"monthly issuance",21
"5073",8159,10077,26,43,"M","Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100,10787,31,3.09,131,67,6261,9769,"DISPONENT",26,"monthly issuance",21
"5074",8169,10090,29,36,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,9782,"OWNER",29,"monthly issuance",21
"5075",8173,10095,1,40,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,9787,"OWNER",11,"monthly issuance",23
"5076",8173,10096,1,38,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,9788,"DISPONENT",11,"monthly issuance",23
"5077",8212,10145,4,51,"F","Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,56,5.05,109,63,5892,9837,"OWNER",52,"issuance after transaction",23
"5078",8225,10159,50,78,"M","Svitavy","east Bohemia",102609,75,33,2,3,6,52,8187,61,5.45,94,23,2134,9851,"OWNER",50,"monthly issuance",20
"5079",8260,10198,31,40,"M","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,9890,"OWNER",31,"monthly issuance",23
"5080",8260,10199,31,37,"F","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,9891,"DISPONENT",31,"monthly issuance",23
"5081",8261,10200,13,36,"F","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,9892,"OWNER",13,"monthly issuance",23
"5082",8261,10201,13,31,"M","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,9893,"DISPONENT",13,"monthly issuance",23
"5083",8268,10209,59,41,"M","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,9901,"OWNER",59,"monthly issuance",20
"5084",8316,10269,70,76,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,9961,"OWNER",70,"monthly issuance",22
"5085",8320,10273,51,58,"F","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,9965,"OWNER",51,"monthly issuance",19
"5086",8320,10274,51,60,"M","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,9966,"DISPONENT",51,"monthly issuance",19
"5087",8321,10275,77,46,"F","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,9967,"OWNER",77,"monthly issuance",23
"5088",8321,10276,77,40,"M","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,9968,"DISPONENT",77,"monthly issuance",23
"5089",8327,10282,1,37,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,9974,"OWNER",1,"weekly issuance",21
"5090",8330,10287,48,54,"F","Rychnov nad Kneznou","east Bohemia",78955,50,24,8,1,9,59,9060,18,2.44,124,10,1717,9979,"OWNER",48,"monthly issuance",23
"5091",8330,10288,48,57,"M","Rychnov nad Kneznou","east Bohemia",78955,50,24,8,1,9,59,9060,18,2.44,124,10,1717,9980,"DISPONENT",48,"monthly issuance",23
"5092",8341,10303,64,54,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,9995,"OWNER",64,"monthly issuance",20
"5093",8377,10350,29,55,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,10042,"OWNER",29,"monthly issuance",23
"5094",8377,10351,29,58,"M","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,10043,"DISPONENT",29,"monthly issuance",23
"5095",8381,10355,14,40,"F","Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,12,1.71,135,70,6295,10047,"OWNER",14,"monthly issuance",20
"5096",8405,10382,20,51,"F","Strakonice","south Bohemia",70646,94,14,3,1,4,58.4,8547,32,3.64,120,7,1542,10074,"OWNER",20,"monthly issuance",22
"5097",8411,10389,20,73,"F","Strakonice","south Bohemia",70646,94,14,3,1,4,58.4,8547,32,3.64,120,7,1542,10081,"OWNER",20,"monthly issuance",22
"5098",8475,10459,17,52,"F","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,10151,"OWNER",4,"monthly issuance",23
"5099",8489,10475,51,68,"F","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,10167,"OWNER",19,"monthly issuance",23
"5100",8489,10476,51,66,"M","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,10168,"DISPONENT",19,"monthly issuance",23
"5101",8492,10479,2,61,"F","Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,16,1.85,132,25,2674,10171,"OWNER",2,"monthly issuance",22
"5102",8505,10492,70,79,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,10184,"OWNER",70,"monthly issuance",19
"5103",8519,10510,23,71,"F","Cheb","west Bohemia",87419,21,11,4,3,9,85.5,8624,19,2.66,102,38,3198,10202,"OWNER",23,"monthly issuance",23
"5104",8519,10511,23,66,"M","Cheb","west Bohemia",87419,21,11,4,3,9,85.5,8624,19,2.66,102,38,3198,10203,"DISPONENT",23,"monthly issuance",23
"5105",8523,10517,54,36,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,10209,"OWNER",54,"monthly issuance",20
"5106",8533,10528,47,64,"F","Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,13,1.81,111,68,5410,10220,"OWNER",47,"monthly issuance",21
"5107",8547,10543,14,71,"F","Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,12,1.71,135,70,6295,10235,"OWNER",14,"weekly issuance",21
"5108",8558,10555,1,81,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10247,"OWNER",1,"issuance after transaction",22
"5109",8564,10563,68,67,"M","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,10255,"OWNER",68,"monthly issuance",23
